"Date","Price","Open","High","Low","Vol.","Change %"
"28/08/2024","0.691400","0.694550","0.695950","0.689400","","-0.43%"
"27/08/2024","0.694400","0.691900","0.694850","0.688750","","0.36%"
"26/08/2024","0.691900","0.693300","0.697150","0.691300","","-0.09%"
"23/08/2024","0.692500","0.683650","0.694250","0.682600","","1.32%"
"22/08/2024","0.683500","0.688500","0.690400","0.682400","","-0.68%"
"21/08/2024","0.688200","0.688450","0.692250","0.682100","","-0.03%"
"20/08/2024","0.688400","0.682150","0.688750","0.678600","","0.94%"
"19/08/2024","0.682000","0.677250","0.688800","0.675400","","0.68%"
"16/08/2024","0.677400","0.669850","0.677650","0.669550","","1.15%"
"15/08/2024","0.669700","0.678750","0.680050","0.669350","","-1.33%"
"14/08/2024","0.678700","0.681050","0.684600","0.677600","","-0.34%"
"13/08/2024","0.681000","0.679350","0.682150","0.675850","","0.25%"
"12/08/2024","0.679300","0.681500","0.681650","0.674600","","-0.38%"
"09/08/2024","0.681900","0.678950","0.683650","0.676450","","0.44%"
"08/08/2024","0.678900","0.681800","0.687650","0.677700","","-0.41%"
"07/08/2024","0.681700","0.692800","0.692950","0.676100","","-1.60%"
"06/08/2024","0.692800","0.693650","0.696300","0.683150","","-0.09%"
"05/08/2024","0.693400","0.682550","0.705800","0.682250","","1.61%"
"02/08/2024","0.682400","0.669450","0.683000","0.667650","","1.93%"
"01/08/2024","0.669500","0.666700","0.673400","0.662700","","0.42%"
"31/07/2024","0.666700","0.654450","0.668400","0.650400","","1.85%"
"30/07/2024","0.654600","0.649250","0.655100","0.644200","","0.83%"
"29/07/2024","0.649200","0.650150","0.653550","0.647850","","-0.20%"
"26/07/2024","0.650500","0.649550","0.653050","0.646200","","0.15%"
"25/07/2024","0.649500","0.649750","0.658150","0.647950","","-0.03%"
"24/07/2024","0.649700","0.642700","0.653150","0.641050","","1.10%"
"23/07/2024","0.642600","0.636800","0.642850","0.636500","","0.91%"
"22/07/2024","0.636800","0.635150","0.639850","0.634450","","0.32%"
"19/07/2024","0.634800","0.635400","0.637100","0.633400","","-0.09%"
"18/07/2024","0.635400","0.640400","0.643650","0.635300","","-0.75%"
"17/07/2024","0.640200","0.631500","0.640750","0.630450","","1.39%"
"16/07/2024","0.631400","0.632650","0.632950","0.629450","","-0.22%"
"15/07/2024","0.632800","0.633400","0.636250","0.631200","","-0.08%"
"12/07/2024","0.633300","0.629650","0.635400","0.627150","","0.59%"
"11/07/2024","0.629600","0.618650","0.635250","0.618150","","1.81%"
"10/07/2024","0.618400","0.619800","0.620150","0.617900","","-0.23%"
"09/07/2024","0.619800","0.621800","0.622150","0.619100","","-0.31%"
"08/07/2024","0.621700","0.622300","0.623950","0.620600","","-0.06%"
"05/07/2024","0.622100","0.620150","0.623650","0.619550","","0.34%"
"04/07/2024","0.620000","0.618450","0.621350","0.618400","","0.27%"
"03/07/2024","0.618300","0.619350","0.621950","0.617200","","-0.16%"
"02/07/2024","0.619300","0.619150","0.620050","0.618100","","0.00%"
"01/07/2024","0.619300","0.621550","0.622450","0.618200","","-0.37%"
"28/06/2024","0.621600","0.622050","0.623950","0.620050","","-0.06%"
"27/06/2024","0.622000","0.621800","0.623900","0.621700","","0.05%"
"26/06/2024","0.621700","0.626150","0.626550","0.621600","","-0.70%"
"25/06/2024","0.626100","0.626550","0.628150","0.625800","","-0.06%"
"24/06/2024","0.626500","0.625650","0.629650","0.625250","","0.13%"
"21/06/2024","0.625700","0.629200","0.630250","0.625550","","-0.56%"
"20/06/2024","0.629200","0.632550","0.633250","0.629150","","-0.52%"
"19/06/2024","0.632500","0.633550","0.634550","0.632450","","-0.13%"
"18/06/2024","0.633300","0.634000","0.634850","0.631900","","-0.09%"
"17/06/2024","0.633900","0.635400","0.636350","0.633050","","-0.22%"
"14/06/2024","0.635300","0.636800","0.637450","0.631800","","-0.22%"
"13/06/2024","0.636700","0.638050","0.638650","0.635500","","-0.20%"
"12/06/2024","0.638000","0.636600","0.642150","0.635100","","0.24%"
"11/06/2024","0.636500","0.636800","0.637750","0.635100","","-0.03%"
"10/06/2024","0.636700","0.638000","0.638150","0.636150","","-0.20%"
"07/06/2024","0.638000","0.642600","0.644650","0.636600","","-0.70%"
"06/06/2024","0.642500","0.640650","0.643650","0.639150","","0.31%"
"05/06/2024","0.640500","0.645750","0.646050","0.639000","","-0.79%"
"04/06/2024","0.645600","0.640550","0.647050","0.639000","","0.80%"
"03/06/2024","0.640500","0.635650","0.641250","0.634950","","0.77%"
"31/05/2024","0.635600","0.637650","0.638750","0.635400","","-0.31%"
"30/05/2024","0.637600","0.634350","0.639500","0.634200","","0.54%"
"29/05/2024","0.634200","0.636350","0.637250","0.633800","","-0.33%"
"28/05/2024","0.636300","0.637450","0.638650","0.636100","","-0.17%"
"27/05/2024","0.637400","0.636800","0.638350","0.636800","","0.08%"
"24/05/2024","0.636900","0.637200","0.637650","0.636300","","-0.05%"
"23/05/2024","0.637200","0.637850","0.638850","0.636150","","-0.09%"
"22/05/2024","0.637800","0.640300","0.640550","0.637550","","-0.39%"
"21/05/2024","0.640300","0.639950","0.641650","0.638750","","0.06%"
"20/05/2024","0.639900","0.642650","0.643150","0.639700","","-0.37%"
"17/05/2024","0.642300","0.643550","0.644150","0.641000","","-0.19%"
"16/05/2024","0.643500","0.645650","0.651100","0.642900","","-0.33%"
"15/05/2024","0.645600","0.639300","0.646450","0.638700","","0.99%"
"14/05/2024","0.639300","0.640300","0.640450","0.637900","","-0.12%"
"13/05/2024","0.640100","0.642100","0.642850","0.639800","","-0.31%"
"10/05/2024","0.642100","0.643250","0.644100","0.641350","","-0.17%"
"09/05/2024","0.643200","0.643100","0.644500","0.641150","","0.03%"
"08/05/2024","0.643000","0.646450","0.647000","0.642350","","-0.53%"
"07/05/2024","0.646400","0.649750","0.649950","0.646100","","-0.51%"
"06/05/2024","0.649700","0.654150","0.654450","0.649300","","-0.60%"
"03/05/2024","0.653600","0.650800","0.658500","0.650200","","0.43%"
"02/05/2024","0.650800","0.645450","0.653350","0.639850","","0.56%"
"01/05/2024","0.647200","0.633650","0.652850","0.632800","","2.13%"
"30/04/2024","0.633700","0.639600","0.640750","0.633500","","-0.92%"
"29/04/2024","0.639600","0.633400","0.647150","0.624850","","1.28%"
"26/04/2024","0.631500","0.642600","0.645250","0.631150","","-1.70%"
"25/04/2024","0.642400","0.643850","0.644350","0.642000","","-0.20%"
"24/04/2024","0.643700","0.645850","0.646300","0.643550","","-0.33%"
"23/04/2024","0.645800","0.645750","0.647050","0.645650","","0.00%"
"22/04/2024","0.645800","0.646700","0.647400","0.645600","","-0.12%"
"19/04/2024","0.646600","0.646650","0.651100","0.646500","","0.00%"
"18/04/2024","0.646600","0.647750","0.649550","0.646350","","-0.17%"
"17/04/2024","0.647700","0.646350","0.648650","0.646100","","0.22%"
"16/04/2024","0.646300","0.648150","0.649750","0.646000","","-0.28%"
"15/04/2024","0.648100","0.653200","0.653650","0.647400","","-0.64%"
"12/04/2024","0.652300","0.652450","0.655350","0.651900","","-0.02%"
"11/04/2024","0.652400","0.652800","0.654650","0.652200","","-0.06%"
"10/04/2024","0.652800","0.659000","0.659300","0.652550","","-0.91%"
"09/04/2024","0.658800","0.658750","0.659750","0.658100","","0.03%"
"08/04/2024","0.658600","0.659800","0.659800","0.658100","","-0.14%"
"05/04/2024","0.659500","0.660750","0.663050","0.658900","","-0.18%"
"04/04/2024","0.660700","0.659150","0.661750","0.658800","","0.23%"
"03/04/2024","0.659200","0.659800","0.660350","0.658050","","-0.09%"
"02/04/2024","0.659800","0.659450","0.660250","0.658700","","0.06%"
"01/04/2024","0.659400","0.660900","0.661250","0.658850","","-0.17%"
"29/03/2024","0.660500","0.660550","0.661550","0.660050","","0.00%"
"28/03/2024","0.660500","0.660850","0.661600","0.659850","","-0.05%"
"27/03/2024","0.660800","0.659800","0.662150","0.657950","","0.17%"
"26/03/2024","0.659700","0.660450","0.661350","0.659550","","-0.11%"
"25/03/2024","0.660400","0.660300","0.662100","0.659850","","0.02%"
"22/03/2024","0.660300","0.659450","0.662250","0.658450","","0.12%"
"21/03/2024","0.659500","0.661150","0.665550","0.658700","","-0.23%"
"20/03/2024","0.661000","0.662750","0.663450","0.658400","","-0.29%"
"19/03/2024","0.662900","0.670450","0.671050","0.662350","","-1.12%"
"18/03/2024","0.670400","0.671100","0.671600","0.669650","","-0.07%"
"15/03/2024","0.670900","0.674150","0.675550","0.670300","","-0.47%"
"14/03/2024","0.674100","0.676850","0.678250","0.674000","","-0.38%"
"13/03/2024","0.676700","0.677050","0.679250","0.675400","","-0.06%"
"12/03/2024","0.677100","0.680500","0.682050","0.675000","","-0.50%"
"11/03/2024","0.680500","0.679950","0.682650","0.679450","","0.10%"
"08/03/2024","0.679800","0.675400","0.682650","0.675150","","0.65%"
"07/03/2024","0.675400","0.669550","0.677600","0.669350","","0.91%"
"06/03/2024","0.669300","0.666500","0.670750","0.666250","","0.44%"
"05/03/2024","0.666400","0.664350","0.668000","0.663850","","0.32%"
"04/03/2024","0.664300","0.666200","0.667400","0.663800","","-0.27%"
"01/03/2024","0.666100","0.666750","0.666850","0.663400","","-0.09%"
"29/02/2024","0.666700","0.663650","0.670250","0.663550","","0.47%"
"28/02/2024","0.663600","0.664450","0.665050","0.662950","","-0.11%"
"27/02/2024","0.664300","0.663550","0.666350","0.663450","","0.12%"
"26/02/2024","0.663500","0.664550","0.665400","0.662900","","-0.12%"
"23/02/2024","0.664300","0.664250","0.665350","0.663200","","0.00%"
"22/02/2024","0.664300","0.665250","0.666650","0.663600","","-0.15%"
"21/02/2024","0.665300","0.666650","0.667350","0.664850","","-0.20%"
"20/02/2024","0.666600","0.666100","0.668050","0.664700","","0.09%"
"19/02/2024","0.666000","0.666250","0.667250","0.665600","","0.06%"
"16/02/2024","0.665600","0.667000","0.667450","0.663750","","-0.21%"
"15/02/2024","0.667000","0.664150","0.668750","0.664000","","0.45%"
"14/02/2024","0.664000","0.663200","0.665150","0.663050","","0.15%"
"13/02/2024","0.663000","0.669600","0.669950","0.662700","","-0.99%"
"12/02/2024","0.669600","0.670050","0.671450","0.668950","","-0.01%"
"09/02/2024","0.669700","0.669650","0.671100","0.668500","","0.00%"
"08/02/2024","0.669700","0.674850","0.675950","0.668900","","-0.76%"
"07/02/2024","0.674800","0.675900","0.677350","0.674300","","-0.16%"
"06/02/2024","0.675900","0.672550","0.676500","0.671900","","0.51%"
"05/02/2024","0.672500","0.674050","0.674450","0.671500","","-0.21%"
"02/02/2024","0.673900","0.682900","0.683850","0.672950","","-1.30%"
"01/02/2024","0.682800","0.680750","0.685450","0.679700","","0.31%"
"31/01/2024","0.680700","0.677500","0.684850","0.676100","","0.47%"
"30/01/2024","0.677500","0.677950","0.679850","0.675900","","-0.04%"
"29/01/2024","0.677800","0.675150","0.679150","0.674150","","0.44%"
"26/01/2024","0.674800","0.677400","0.678350","0.674650","","-0.35%"
"25/01/2024","0.677200","0.677900","0.679850","0.675950","","-0.10%"
"24/01/2024","0.677900","0.674050","0.681850","0.673850","","0.59%"
"23/01/2024","0.673900","0.675200","0.680350","0.672400","","-0.18%"
"22/01/2024","0.675100","0.674400","0.677450","0.674200","","0.03%"
"19/01/2024","0.674900","0.675100","0.676450","0.671950","","0.00%"
"18/01/2024","0.674900","0.674950","0.677250","0.674200","","0.00%"
"17/01/2024","0.674900","0.679300","0.679950","0.673200","","-0.63%"
"16/01/2024","0.679200","0.686150","0.686900","0.678750","","-0.99%"
"15/01/2024","0.686000","0.690050","0.690300","0.685100","","-0.58%"
"12/01/2024","0.690000","0.688300","0.692750","0.686950","","0.25%"
"11/01/2024","0.688300","0.686150","0.688450","0.682900","","0.34%"
"10/01/2024","0.686000","0.692150","0.692950","0.685600","","-0.88%"
"09/01/2024","0.692100","0.693300","0.697250","0.691400","","-0.17%"
"08/01/2024","0.693300","0.691550","0.696050","0.689950","","0.29%"
"05/01/2024","0.691300","0.691450","0.695350","0.684950","","0.00%"
"04/01/2024","0.691300","0.697850","0.700050","0.690300","","-0.93%"
"03/01/2024","0.697800","0.704250","0.704950","0.695650","","-0.92%"
"02/01/2024","0.704300","0.709850","0.710150","0.703100","","-0.77%"
"01/01/2024","0.709800","0.710050","0.710050","0.709750","","0.13%"
"29/12/2023","0.708900","0.707200","0.710250","0.704650","","0.27%"
"28/12/2023","0.707000","0.705050","0.713050","0.705050","","0.28%"
"27/12/2023","0.705000","0.702300","0.706450","0.700050","","0.40%"
"26/12/2023","0.702200","0.702650","0.703750","0.701050","","-0.03%"
"25/12/2023","0.702400","0.702200","0.703600","0.701500","","0.06%"
"22/12/2023","0.702000","0.703650","0.704850","0.700900","","-0.23%"
"21/12/2023","0.703600","0.696550","0.704050","0.696500","","1.03%"
"20/12/2023","0.696400","0.695250","0.698050","0.693950","","0.17%"
"19/12/2023","0.695200","0.700200","0.703000","0.689800","","-0.74%"
"18/12/2023","0.700400","0.703500","0.703850","0.698500","","-0.41%"
"15/12/2023","0.703300","0.704900","0.707050","0.701950","","-0.21%"
"14/12/2023","0.704800","0.699850","0.709400","0.699750","","0.71%"
"13/12/2023","0.699800","0.687550","0.701050","0.684900","","1.79%"
"12/12/2023","0.687500","0.684150","0.690900","0.684000","","0.50%"
"11/12/2023","0.684100","0.690350","0.690600","0.682150","","-0.83%"
"08/12/2023","0.689800","0.693900","0.701800","0.688600","","-0.59%"
"07/12/2023","0.693900","0.678750","0.705650","0.678750","","2.22%"
"06/12/2023","0.678800","0.679550","0.680750","0.677850","","-0.10%"
"05/12/2023","0.679500","0.679250","0.682350","0.678400","","0.03%"
"04/12/2023","0.679300","0.681500","0.683850","0.677950","","-0.25%"
"01/12/2023","0.681000","0.674800","0.681850","0.674050","","0.93%"
"30/11/2023","0.674700","0.679150","0.681050","0.673350","","-0.65%"
"29/11/2023","0.679100","0.678050","0.681850","0.676000","","0.16%"
"28/11/2023","0.678000","0.672550","0.678750","0.671800","","0.82%"
"27/11/2023","0.672500","0.669100","0.673250","0.668050","","0.51%"
"24/11/2023","0.669100","0.668600","0.670250","0.667950","","0.07%"
"23/11/2023","0.668600","0.668750","0.671650","0.668000","","0.00%"
"22/11/2023","0.668600","0.673850","0.675600","0.667700","","-0.77%"
"21/11/2023","0.673800","0.673950","0.679550","0.672950","","-0.01%"
"20/11/2023","0.673900","0.668250","0.675250","0.666650","","0.85%"
"17/11/2023","0.668200","0.663550","0.670250","0.663200","","0.72%"
"16/11/2023","0.663400","0.660650","0.665450","0.660100","","0.42%"
"15/11/2023","0.660600","0.665050","0.666450","0.660200","","-0.65%"
"14/11/2023","0.664900","0.659050","0.666000","0.658700","","0.88%"
"13/11/2023","0.659100","0.660000","0.661350","0.658100","","-0.12%"
"10/11/2023","0.659900","0.660750","0.661300","0.659550","","-0.12%"
"09/11/2023","0.660700","0.662350","0.663250","0.660500","","-0.24%"
"08/11/2023","0.662300","0.665100","0.665150","0.661900","","-0.39%"
"07/11/2023","0.664900","0.666350","0.667000","0.663550","","-0.21%"
"06/11/2023","0.666300","0.669450","0.670050","0.666250","","-0.45%"
"03/11/2023","0.669300","0.664650","0.670250","0.664350","","0.69%"
"02/11/2023","0.664700","0.662450","0.667350","0.662350","","0.35%"
"01/11/2023","0.662400","0.659100","0.663750","0.659100","","0.49%"
"31/10/2023","0.659200","0.670650","0.671050","0.658900","","-1.70%"
"30/10/2023","0.670600","0.668750","0.672050","0.667000","","0.34%"
"27/10/2023","0.668300","0.665000","0.669050","0.664750","","0.53%"
"26/10/2023","0.664800","0.665750","0.667150","0.663200","","-0.11%"
"25/10/2023","0.665500","0.667100","0.667650","0.665250","","-0.22%"
"24/10/2023","0.667000","0.667950","0.669700","0.666900","","-0.13%"
"23/10/2023","0.667900","0.667600","0.668650","0.666650","","0.10%"
"20/10/2023","0.667200","0.667550","0.667850","0.666400","","-0.06%"
"19/10/2023","0.667600","0.666950","0.668150","0.666650","","0.10%"
"18/10/2023","0.666900","0.667500","0.668950","0.666700","","-0.07%"
"17/10/2023","0.667400","0.668850","0.670150","0.667050","","-0.21%"
"16/10/2023","0.668800","0.669000","0.669550","0.667600","","0.03%"
"13/10/2023","0.668600","0.667550","0.669150","0.667400","","0.16%"
"12/10/2023","0.667500","0.670400","0.671350","0.667200","","-0.42%"
"11/10/2023","0.670300","0.672450","0.673750","0.669500","","-0.31%"
"10/10/2023","0.672400","0.673400","0.674950","0.670500","","-0.15%"
"09/10/2023","0.673400","0.670800","0.673750","0.670050","","0.57%"
"06/10/2023","0.669600","0.673350","0.674100","0.668700","","-0.55%"
"05/10/2023","0.673300","0.670550","0.674450","0.670550","","0.40%"
"04/10/2023","0.670600","0.671050","0.672350","0.669650","","-0.06%"
"03/10/2023","0.671000","0.667250","0.678500","0.665850","","0.57%"
"02/10/2023","0.667200","0.669000","0.669150","0.667000","","-0.31%"
"29/09/2023","0.669300","0.669750","0.673300","0.668800","","-0.06%"
"28/09/2023","0.669700","0.668300","0.670500","0.668250","","0.21%"
"27/09/2023","0.668300","0.670850","0.671750","0.667800","","-0.37%"
"26/09/2023","0.670800","0.671550","0.672450","0.670200","","-0.12%"
"25/09/2023","0.671600","0.674000","0.674550","0.671200","","-0.34%"
"22/09/2023","0.673900","0.677600","0.677950","0.673600","","-0.53%"
"21/09/2023","0.677500","0.674150","0.678750","0.673550","","0.50%"
"20/09/2023","0.674100","0.676400","0.678150","0.673950","","-0.33%"
"19/09/2023","0.676300","0.677500","0.677950","0.675800","","-0.16%"
"18/09/2023","0.677400","0.676850","0.677700","0.676250","","0.16%"
"15/09/2023","0.676300","0.678050","0.678700","0.675750","","-0.27%"
"14/09/2023","0.678100","0.678150","0.680200","0.677600","","0.00%"
"13/09/2023","0.678100","0.679950","0.680200","0.676900","","-0.26%"
"12/09/2023","0.679900","0.682150","0.682850","0.679050","","-0.32%"
"11/09/2023","0.682100","0.680200","0.685350","0.678950","","0.83%"
"08/09/2023","0.676500","0.678850","0.682200","0.676200","","-0.35%"
"07/09/2023","0.678900","0.677250","0.680050","0.676250","","0.25%"
"06/09/2023","0.677200","0.676900","0.680200","0.676450","","0.04%"
"05/09/2023","0.676900","0.682700","0.683100","0.676550","","-0.84%"
"04/09/2023","0.682600","0.684000","0.684850","0.682400","","-0.16%"
"01/09/2023","0.683700","0.687050","0.692350","0.683400","","-0.48%"
"31/08/2023","0.687000","0.683850","0.687950","0.683750","","0.48%"
"30/08/2023","0.683700","0.685450","0.687050","0.682200","","-0.25%"
"29/08/2023","0.685400","0.682400","0.686450","0.678500","","0.44%"
"28/08/2023","0.682400","0.682950","0.683700","0.681450","","-0.07%"
"25/08/2023","0.682900","0.685750","0.686250","0.681900","","-0.39%"
"24/08/2023","0.685600","0.690450","0.691600","0.685100","","-0.68%"
"23/08/2023","0.690300","0.685400","0.691850","0.685350","","0.71%"
"22/08/2023","0.685400","0.684050","0.687350","0.683050","","0.20%"
"21/08/2023","0.684000","0.688050","0.689000","0.683000","","-0.54%"
"18/08/2023","0.687700","0.685600","0.689950","0.685450","","0.31%"
"17/08/2023","0.685600","0.683250","0.686750","0.682250","","0.34%"
"16/08/2023","0.683300","0.686900","0.688200","0.683000","","-0.52%"
"15/08/2023","0.686900","0.686950","0.689150","0.685500","","-0.01%"
"14/08/2023","0.687000","0.689700","0.691250","0.686850","","-0.39%"
"11/08/2023","0.689700","0.690950","0.692450","0.689400","","-0.16%"
"10/08/2023","0.690800","0.695750","0.697850","0.690500","","-0.70%"
"09/08/2023","0.695700","0.697450","0.699350","0.695450","","-0.23%"
"08/08/2023","0.697300","0.701850","0.702250","0.696800","","-0.61%"
"07/08/2023","0.701600","0.705250","0.706650","0.701200","","-0.52%"
"04/08/2023","0.705300","0.701400","0.706450","0.699850","","0.56%"
"03/08/2023","0.701400","0.697650","0.703950","0.694900","","0.53%"
"02/08/2023","0.697700","0.697650","0.703050","0.696950","","0.01%"
"01/08/2023","0.697600","0.702700","0.703200","0.696600","","-0.73%"
"31/07/2023","0.702700","0.709200","0.710750","0.700800","","-0.79%"
"28/07/2023","0.708300","0.717100","0.724300","0.708250","","-1.21%"
"27/07/2023","0.717000","0.713150","0.720650","0.707550","","0.55%"
"26/07/2023","0.713100","0.709700","0.714650","0.708250","","0.46%"
"25/07/2023","0.709800","0.706900","0.709950","0.705500","","0.41%"
"24/07/2023","0.706900","0.705800","0.710500","0.705150","","0.26%"
"21/07/2023","0.705100","0.713850","0.715550","0.704400","","-1.22%"
"20/07/2023","0.713800","0.715900","0.718900","0.711700","","-0.28%"
"19/07/2023","0.715800","0.720300","0.720650","0.714200","","-0.62%"
"18/07/2023","0.720300","0.720900","0.726250","0.718650","","-0.06%"
"17/07/2023","0.720700","0.720700","0.724600","0.717300","","0.00%"
"14/07/2023","0.720700","0.724550","0.728600","0.718500","","-0.50%"
"13/07/2023","0.724300","0.722000","0.725050","0.719600","","0.32%"
"12/07/2023","0.722000","0.712400","0.723800","0.712200","","1.36%"
"11/07/2023","0.712300","0.707700","0.713450","0.706850","","0.66%"
"10/07/2023","0.707600","0.703250","0.707850","0.699250","","0.55%"
"07/07/2023","0.703700","0.694050","0.703850","0.693400","","1.40%"
"06/07/2023","0.694000","0.691300","0.696650","0.691200","","0.39%"
"05/07/2023","0.691300","0.692150","0.694050","0.690800","","-0.13%"
"04/07/2023","0.692200","0.691050","0.693450","0.691000","","0.16%"
"03/07/2023","0.691100","0.692700","0.694550","0.689900","","-0.25%"
"30/06/2023","0.692800","0.690750","0.693450","0.689250","","0.30%"
"29/06/2023","0.690700","0.692150","0.693850","0.690000","","-0.19%"
"28/06/2023","0.692000","0.694250","0.695750","0.691400","","-0.30%"
"27/06/2023","0.694100","0.696850","0.698000","0.693400","","-0.37%"
"26/06/2023","0.696700","0.696550","0.699550","0.695750","","0.13%"
"23/06/2023","0.695800","0.698800","0.700500","0.694750","","-0.42%"
"22/06/2023","0.698700","0.704800","0.706200","0.698050","","-0.87%"
"21/06/2023","0.704800","0.706850","0.707850","0.702150","","-0.30%"
"20/06/2023","0.706900","0.704300","0.708150","0.702950","","0.38%"
"19/06/2023","0.704200","0.705200","0.707050","0.703900","","-0.11%"
"16/06/2023","0.705000","0.712800","0.715100","0.704650","","-1.07%"
"15/06/2023","0.712600","0.713850","0.714550","0.706600","","-0.17%"
"14/06/2023","0.713800","0.713200","0.717950","0.712850","","0.10%"
"13/06/2023","0.713100","0.716300","0.719350","0.712700","","-0.45%"
"12/06/2023","0.716300","0.717350","0.719150","0.715450","","-0.17%"
"09/06/2023","0.717500","0.719800","0.720750","0.715600","","-0.31%"
"08/06/2023","0.719700","0.713650","0.720450","0.713100","","0.85%"
"07/06/2023","0.713600","0.716150","0.719300","0.712950","","-0.35%"
"06/06/2023","0.716100","0.716550","0.718950","0.714200","","-0.04%"
"05/06/2023","0.716400","0.714300","0.718150","0.711900","","0.28%"
"02/06/2023","0.714400","0.720500","0.721500","0.713850","","-0.85%"
"01/06/2023","0.720500","0.717650","0.722250","0.714450","","0.40%"
"31/05/2023","0.717600","0.715300","0.718250","0.712300","","0.34%"
"30/05/2023","0.715200","0.711950","0.716450","0.709500","","0.46%"
"29/05/2023","0.711900","0.710800","0.713750","0.709650","","0.13%"
"26/05/2023","0.711000","0.714050","0.716900","0.710500","","-0.42%"
"25/05/2023","0.714000","0.717050","0.720400","0.713000","","-0.42%"
"24/05/2023","0.717000","0.721500","0.723450","0.716900","","-0.64%"
"23/05/2023","0.721600","0.721450","0.723350","0.719850","","0.03%"
"22/05/2023","0.721400","0.724500","0.727350","0.720900","","-0.46%"
"19/05/2023","0.724700","0.720800","0.727650","0.720800","","0.54%"
"18/05/2023","0.720800","0.726400","0.728400","0.720700","","-0.74%"
"17/05/2023","0.726200","0.733200","0.733650","0.726150","","-0.94%"
"16/05/2023","0.733100","0.734650","0.737000","0.731500","","-0.20%"
"15/05/2023","0.734600","0.737450","0.737500","0.733500","","-0.29%"
"12/05/2023","0.736700","0.743400","0.744100","0.736500","","-0.86%"
"11/05/2023","0.743100","0.744300","0.747750","0.741550","","-0.15%"
"10/05/2023","0.744200","0.739500","0.745650","0.738100","","0.65%"
"09/05/2023","0.739400","0.740200","0.742250","0.738750","","-0.09%"
"08/05/2023","0.740100","0.741700","0.742700","0.739100","","-0.19%"
"05/05/2023","0.741500","0.744700","0.746950","0.740000","","-0.40%"
"04/05/2023","0.744500","0.742400","0.749050","0.741350","","0.28%"
"03/05/2023","0.742400","0.732300","0.742500","0.731950","","1.38%"
"02/05/2023","0.732300","0.727300","0.733650","0.725750","","0.70%"
"01/05/2023","0.727200","0.733700","0.734250","0.727050","","-0.87%"
"28/04/2023","0.733600","0.746500","0.749800","0.732200","","-1.71%"
"27/04/2023","0.746400","0.748100","0.750650","0.745100","","-0.23%"
"26/04/2023","0.748100","0.747800","0.751850","0.746600","","0.04%"
"25/04/2023","0.747800","0.744900","0.749800","0.743550","","0.39%"
"24/04/2023","0.744900","0.745750","0.746850","0.742050","","-0.05%"
"21/04/2023","0.745300","0.744950","0.748750","0.743400","","0.05%"
"20/04/2023","0.744900","0.742300","0.746250","0.740850","","0.36%"
"19/04/2023","0.742200","0.745650","0.746600","0.740000","","-0.44%"
"18/04/2023","0.745500","0.743800","0.747050","0.742350","","0.27%"
